payment_id,loan_id,payment_date,payment_amount,payment_status
P04493,L04442,23-08-24,10303.82,Missed
P04494,L03960,15-08-23,26441.22,Paid
P04495,L07290,13-11-24,36585.45,Pending
P04496,L08875,21-12-22,58260.07,Paid
P04497,L08210,09-12-22,74211.02,Paid
P04498,L14301,04-09-22,76091.35,Paid
P04499,L13687,09-07-22,24539.24,Paid
P04500,L10053,09-09-23,24156.51,Paid
P04501,L04440,08-04-24,29940.18,Pending
P04502,L03610,25-04-24,84440.87,Paid
P04503,L04461,20-12-24,68470.13,Pending
P04504,L07664,01-02-23,93054.79,Paid
P04505,L00209,13-01-24,94458.9,Pending
P04506,L13122,14-07-22,47607.6,Paid
P04507,L03246,19-12-24,9777.01,Paid
P04508,L04218,06-12-22,84838.69,Paid
P04509,L03664,18-12-24,52919.0,Paid
P04510,L05868,23-03-25,46441.73,Paid
P04511,L00609,05-02-23,22402.14,Paid
P04512,L12878,12-09-24,99165.67,Missed
P04513,L01384,16-08-23,97301.37,Pending
P04514,L12973,10-05-22,71045.82,Pending
P04515,L09731,16-05-24,16709.63,Paid
P04516,L08591,28-05-22,41233.58,Paid
P04517,L07795,18-06-23,40702.63,Paid
P04518,L08271,31-10-23,64401.05,Paid
P04519,L08074,24-03-25,15692.73,Paid
P04520,L00796,08-11-24,75812.51,Missed
P04521,L01863,28-05-22,74266.23,Paid
P04522,L01018,12-04-23,32941.88,Paid
P04523,L01149,24-11-24,98307.05,Paid
P04524,L03106,08-02-23,22469.5,Pending
P04525,L05148,10-10-24,67153.49,Pending
P04526,L05037,16-07-24,18636.82,Pending
P04527,L01080,28-09-23,80710.07,Paid
P04528,L14316,01-08-24,64735.16,Paid
P04529,L12207,26-03-24,2674.27,Pending
P04530,L08802,20-06-22,73964.54,Paid
P04531,L06832,11-11-24,56847.37,Pending
P04532,L08674,26-02-23,9320.41,Paid
P04533,L04734,29-06-22,97360.44,Paid
P04534,L03817,09-02-22,76489.55,Paid
P04535,L10591,18-12-22,21781.48,Paid
P04536,L02518,12-01-22,46168.85,Paid
P04537,L14545,01-03-24,20124.55,Paid
P04538,L01696,29-08-22,15072.84,Paid
P04539,L14790,01-10-23,58378.9,Paid
P04540,L09481,27-12-22,34241.47,Missed
P04541,L01137,05-04-24,23290.92,Paid
P04542,L00492,17-12-23,81133.96,Paid
P04543,L09201,24-10-23,8125.33,Missed
P04544,L00230,23-03-23,87690.13,Missed
P04545,L07203,25-10-24,80474.52,Paid
P04546,L13696,06-04-23,24893.97,Paid
P04547,L13121,06-08-24,22200.88,Paid
P04548,L04492,17-01-24,98569.56,Paid
P04549,L02901,27-03-22,73454.36,Paid
P04550,L01339,30-01-24,37416.48,Pending
P04551,L09393,16-08-23,35246.92,Paid
P04552,L13904,06-12-24,18428.74,Pending
P04553,L07989,13-11-23,57522.53,Pending
P04554,L08324,27-03-24,4203.74,Paid
P04555,L12108,08-03-25,67815.49,Pending
P04556,L00928,05-10-24,64606.48,Paid
P04557,L13371,15-10-22,16792.67,Pending
P04558,L03867,17-10-24,27290.86,Paid
P04559,L00943,31-12-22,54507.47,Paid
P04560,L02124,19-08-23,16809.9,Pending
P04561,L01869,24-12-23,44403.49,Paid
P04562,L03702,16-11-23,45141.31,Paid
P04563,L05538,31-12-22,69351.33,Pending
P04564,L01144,16-01-24,57891.82,Missed
P04565,L04492,06-11-23,29281.75,Paid
P04566,L13158,22-05-22,44000.37,Pending
P04567,L13376,11-03-22,94128.33,Paid
P04568,L08939,27-08-24,51737.37,Paid
P04569,L05564,25-03-24,73698.37,Pending
P04570,L07349,19-02-23,71187.16,Paid
P04571,L01199,19-12-22,79423.37,Paid
P04572,L07822,22-02-23,59099.51,Paid
P04573,L12366,02-11-24,75053.67,Paid
P04574,L05564,15-03-22,75714.83,Pending
P04575,L11759,14-05-24,47381.11,Paid
P04576,L05666,04-07-24,86941.32,Paid
P04577,L13549,15-06-23,83059.6,Paid
P04578,L12322,19-12-22,41346.19,Paid
P04579,L04566,07-08-23,22160.58,Paid
P04580,L11978,18-11-22,39260.28,Paid
P04581,L11701,04-04-23,73571.24,Paid
P04582,L13619,25-03-25,27313.28,Paid
P04583,L02776,14-08-22,94296.75,Paid
P04584,L07533,06-11-24,31549.34,Paid
P04585,L00889,18-03-22,66624.83,Paid
P04586,L10074,29-11-24,50298.62,Paid
P04587,L12294,22-10-24,77707.87,Pending
P04588,L12769,18-09-24,65519.47,Paid
P04589,L01611,22-08-23,60407.6,Paid
P04590,L06922,20-02-24,99705.84,Paid
P04591,L09485,21-04-24,13312.61,Paid
P04592,L09971,10-09-23,59291.24,Paid
P04593,L03401,23-01-24,82246.62,Missed
P04594,L10710,10-03-23,78211.97,Paid
P04595,L01033,01-02-23,41816.57,Paid
P04596,L08312,19-07-22,64771.25,Paid
P04597,L14798,12-08-23,96600.2,Pending
P04598,L04480,09-11-24,65995.37,Paid
P04599,L08894,11-06-22,37869.62,Paid
P04600,L08008,14-03-24,3692.1,Pending
P04601,L13479,11-03-25,64015.2,Paid
P04602,L09244,24-02-25,23852.08,Pending
P04603,L00839,15-10-23,38943.12,Paid
P04604,L11595,14-05-23,59623.27,Paid
P04605,L08476,21-05-22,76334.4,Paid
P04606,L04178,03-04-24,84068.09,Paid
P04607,L10316,10-06-23,97129.52,Paid
P04608,L06329,18-11-23,34515.18,Paid
P04609,L03606,05-06-22,17487.45,Paid
P04610,L12463,07-01-24,72842.29,Missed
P04611,L08427,09-06-23,68871.17,Paid
P04612,L13131,19-03-24,63250.16,Missed
P04613,L14250,18-01-24,87107.76,Paid
P04614,L13827,20-01-23,9185.3,Paid
P04615,L11633,10-01-23,93739.59,Paid
P04616,L11058,03-12-24,74771.38,Paid
P04617,L14496,31-05-22,36816.74,Missed
P04618,L03900,09-05-22,41634.73,Pending
P04619,L09192,14-02-25,64661.77,Missed
P04620,L10109,05-12-24,62763.48,Paid
P04621,L07840,27-04-24,8975.41,Paid
P04622,L10057,28-11-24,43982.89,Paid
P04623,L08302,18-02-23,7309.74,Paid
P04624,L06567,13-12-23,57687.73,Paid
P04625,L03565,29-12-23,3593.45,Paid
P04626,L01233,13-11-23,91608.51,Paid
P04627,L10307,03-04-23,79834.83,Paid
P04628,L08667,04-02-22,16423.88,Pending
P04629,L03006,29-10-23,49570.75,Paid
P04630,L01228,13-12-22,55836.15,Paid
P04631,L11119,11-04-25,44986.95,Paid
P04632,L10316,08-02-25,5280.01,Paid
P04633,L04940,05-11-22,26203.15,Paid
P04634,L13859,09-05-24,36447.87,Paid
P04635,L10766,15-12-22,87234.25,Paid
P04636,L00690,18-05-24,72383.92,Paid
P04637,L13598,09-05-24,94229.78,Paid
P04638,L00302,03-02-23,4435.99,Pending
P04639,L00161,30-12-22,53683.65,Missed
P04640,L13518,12-03-25,4449.59,Missed
P04641,L02269,25-01-23,23852.85,Paid
P04642,L11641,05-01-25,68555.65,Paid
P04643,L14731,16-01-25,43283.18,Pending
P04644,L09754,22-04-24,69420.66,Paid
P04645,L14410,19-07-23,61855.13,Paid
P04646,L06881,25-01-24,83732.08,Paid
P04647,L02168,06-07-23,48240.37,Pending
P04648,L03176,29-07-24,25604.33,Paid
P04649,L14049,16-11-22,2471.94,Paid
P04650,L03166,18-09-24,76675.51,Missed
P04651,L14040,21-08-22,82696.42,Paid
P04652,L03620,01-06-24,17080.67,Paid
P04653,L13305,26-05-24,81910.35,Paid
P04654,L04293,10-02-24,38505.91,Pending
P04655,L09069,07-04-24,55376.54,Missed
P04656,L12487,09-02-24,58480.71,Paid
P04657,L10321,29-04-22,26636.58,Paid
P04658,L03914,26-11-24,28494.42,Paid
P04659,L09143,28-03-24,90730.55,Pending
P04660,L07265,02-08-23,78179.61,Missed
P04661,L13109,30-03-24,44128.02,Paid
P04662,L06017,22-10-23,5339.89,Paid
P04663,L10698,26-10-22,87496.67,Missed
P04664,L03860,01-01-24,86945.98,Missed
P04665,L13984,21-09-23,86109.5,Paid
P04666,L05534,15-02-23,83670.32,Paid
P04667,L03127,11-04-23,53212.36,Paid
P04668,L12207,15-09-22,30141.68,Paid
P04669,L04401,21-08-23,20909.41,Paid
P04670,L02532,11-09-22,80253.0,Paid
P04671,L08721,28-04-22,35070.6,Paid
P04672,L11051,19-06-22,74069.91,Paid
P04673,L10321,10-12-23,58265.54,Paid
P04674,L07483,25-06-23,45084.71,Paid
P04675,L04322,08-01-25,84493.56,Paid
P04676,L11572,25-03-23,72124.46,Paid
P04677,L06023,29-12-24,4746.3,Paid
P04678,L08783,15-01-25,55043.72,Paid
P04679,L11075,15-11-23,88052.6,Paid
P04680,L03975,17-10-24,74149.77,Paid
P04681,L00357,14-01-23,36443.53,Paid
P04682,L13950,09-04-25,89621.96,Missed
P04683,L01209,24-03-22,76676.93,Pending
P04684,L10106,13-08-24,71540.94,Paid
P04685,L05310,10-05-24,96849.48,Pending
P04686,L10967,25-09-22,20210.39,Paid
P04687,L08404,26-06-24,96384.58,Paid
P04688,L05439,31-12-24,99111.21,Missed
P04689,L01677,12-07-23,57590.68,Paid
P04690,L11516,13-12-23,67366.07,Paid
P04691,L02594,19-12-24,16197.13,Paid
P04692,L00526,12-10-24,72913.88,Pending
P04693,L01451,02-07-22,41963.96,Paid
P04694,L13090,03-04-22,49743.63,Paid
P04695,L02804,22-02-23,84342.02,Paid
P04696,L07282,13-06-24,61043.67,Paid
P04697,L13134,15-12-24,58450.03,Paid
P04698,L12889,26-06-24,54279.72,Missed
P04699,L10801,08-12-23,69070.63,Paid
P04700,L05990,27-12-23,10540.46,Pending
P04701,L13030,30-07-24,43282.68,Paid
P04702,L09953,10-09-22,15697.1,Paid
P04703,L14265,29-09-24,21399.77,Pending
P04704,L06787,06-01-22,48270.48,Pending
P04705,L07129,17-06-23,39275.38,Paid
P04706,L13996,16-09-23,84350.27,Missed
P04707,L10401,13-10-24,19489.89,Paid
P04708,L09167,11-11-24,81841.49,Missed
P04709,L07649,02-04-22,55606.34,Paid
P04710,L11249,12-11-24,78753.62,Paid
P04711,L03822,24-03-25,57944.7,Paid
P04712,L10730,06-07-23,81743.94,Paid
P04713,L14721,16-03-22,23235.39,Paid
P04714,L06974,19-06-22,68668.2,Paid
P04715,L08852,07-03-23,55942.08,Paid
P04716,L09403,24-01-25,23035.94,Paid
P04717,L03797,31-08-23,63415.89,Pending
P04718,L06074,11-02-24,71024.58,Paid
P04719,L09782,08-02-24,54926.62,Paid
P04720,L03355,01-07-23,43345.26,Paid
P04721,L03113,07-04-22,91246.15,Missed
P04722,L12715,25-09-23,36500.03,Paid
P04723,L13048,14-10-24,45184.98,Paid
P04724,L11254,18-12-23,5119.59,Paid
P04725,L07653,03-06-22,49633.11,Paid
P04726,L13643,02-08-22,19331.0,Paid
P04727,L03669,30-08-22,53984.9,Paid
P04728,L13904,13-06-22,92259.07,Paid
P04729,L11469,05-01-24,28389.11,Paid
P04730,L11805,14-12-22,16799.55,Pending
P04731,L14454,09-09-24,56704.49,Paid
P04732,L06119,24-11-24,57633.47,Paid
P04733,L00248,08-03-25,39097.69,Pending
P04734,L03780,02-12-24,59359.08,Paid
P04735,L09253,30-01-24,57536.89,Paid
P04736,L03949,02-11-24,26047.82,Paid
P04737,L01079,12-05-22,76625.08,Paid
P04738,L07196,12-06-24,72900.26,Missed
P04739,L01232,10-02-22,90481.55,Pending
P04740,L04387,03-02-23,62486.68,Pending
P04741,L08511,27-06-24,89690.02,Pending
P04742,L14761,13-02-22,82219.34,Paid
P04743,L04015,08-06-23,93995.92,Pending
P04744,L11495,06-03-23,85480.12,Paid
P04745,L03604,25-02-22,20325.45,Paid
P04746,L05251,01-06-24,91051.7,Paid
P04747,L01909,07-03-24,76662.87,Paid
P04748,L04517,10-01-24,5589.09,Paid
P04749,L13013,06-05-24,17656.85,Paid
P04750,L12544,19-03-25,48069.3,Missed
P04751,L00076,19-12-24,9657.7,Paid
P04752,L00387,25-02-23,78920.99,Paid
P04753,L04175,14-06-22,54574.64,Paid
P04754,L07583,16-08-23,86733.75,Paid
P04755,L11004,03-05-24,68545.18,Pending
P04756,L04440,30-03-22,24284.05,Paid
P04757,L02163,28-12-22,35729.62,Paid
P04758,L02287,17-03-23,69021.06,Pending
P04759,L00183,02-04-23,36875.96,Paid
P04760,L00940,01-03-23,47893.25,Missed
P04761,L02908,04-06-23,9973.55,Missed
P04762,L00993,14-02-22,98710.36,Paid
P04763,L09290,17-08-23,68471.83,Missed
P04764,L12738,02-08-23,73758.39,Paid
P04765,L07482,02-02-24,84153.29,Paid
P04766,L07697,16-11-22,19186.96,Paid
P04767,L12183,04-10-24,79131.99,Missed
P04768,L01598,11-12-22,87736.88,Paid
P04769,L08848,16-12-23,35737.44,Paid
P04770,L13514,25-01-22,68213.49,Paid
P04771,L11980,02-02-23,34199.12,Pending
P04772,L13063,06-12-24,50866.21,Paid
P04773,L11591,31-03-24,25717.83,Paid
P04774,L14107,24-01-22,55430.42,Pending
P04775,L09713,21-07-23,93337.27,Paid
P04776,L11970,02-08-23,77276.88,Pending
P04777,L09294,18-07-23,59197.22,Paid
P04778,L07399,10-07-24,77269.93,Missed
P04779,L04814,19-12-22,7649.74,Pending
P04780,L03858,20-01-23,22161.45,Paid
P04781,L06412,12-05-22,24763.18,Pending
P04782,L07281,09-08-22,43826.55,Paid
P04783,L13733,01-03-22,42351.16,Paid
P04784,L11385,28-02-22,87003.21,Pending
P04785,L08216,11-11-23,13918.85,Paid
P04786,L10839,05-09-23,85262.06,Paid
P04787,L05432,17-03-22,18931.02,Paid
P04788,L13666,25-03-24,41220.7,Paid
P04789,L13676,24-03-22,45262.44,Missed
P04790,L08690,26-01-24,82671.43,Missed
P04791,L06075,14-02-22,86654.91,Pending
P04792,L10406,01-07-23,27980.48,Paid
P04793,L09386,22-07-24,59247.32,Paid
P04794,L02507,22-11-23,83348.26,Paid
P04795,L10965,26-05-22,31282.5,Paid
P04796,L09159,11-05-23,4882.44,Paid
P04797,L07552,14-11-24,90638.09,Paid
P04798,L06808,29-08-23,51108.99,Paid
P04799,L05934,09-04-25,41820.01,Paid
P04800,L14005,05-01-24,69790.43,Paid
P04801,L11216,05-06-23,71186.75,Paid
P04802,L09592,05-12-24,69213.29,Paid
P04803,L05225,28-07-22,31449.54,Paid
P04804,L12115,29-03-23,4983.41,Paid
P04805,L10486,16-08-23,92357.72,Paid
P04806,L02845,10-07-24,88244.82,Paid
P04807,L14404,04-12-22,58552.12,Paid
P04808,L10334,10-09-22,4647.58,Paid
P04809,L03074,31-07-24,92543.72,Paid
P04810,L08424,19-01-22,99903.62,Pending
P04811,L01078,10-08-23,40024.43,Pending
P04812,L06252,05-10-22,76588.56,Paid
P04813,L11734,07-03-23,61693.21,Paid
P04814,L10425,03-10-24,34761.22,Paid
P04815,L12714,30-06-23,72198.87,Pending
P04816,L03760,06-06-22,67236.35,Missed
P04817,L02412,13-06-22,66230.61,Paid
P04818,L05477,08-06-24,20834.02,Pending
P04819,L06370,29-09-22,42777.88,Paid
P04820,L08231,18-05-24,12590.76,Paid
P04821,L00282,03-10-22,59009.0,Paid
P04822,L08294,17-06-22,57948.7,Paid
P04823,L00817,16-02-22,36727.01,Pending
P04824,L13616,08-10-22,43162.27,Paid
P04825,L11975,24-06-24,99976.5,Paid
P04826,L10411,23-09-22,29496.39,Paid
P04827,L09754,03-11-23,14458.13,Paid
P04828,L00865,17-05-23,43825.3,Paid
P04829,L04120,08-04-24,47879.21,Paid
P04830,L05354,12-08-24,51596.55,Paid
P04831,L10055,24-03-23,44410.57,Pending
P04832,L01772,15-08-24,20299.42,Missed
P04833,L11866,18-12-22,80064.87,Paid
P04834,L03908,23-09-22,19894.85,Paid
P04835,L06571,17-06-24,77553.64,Paid
P04836,L00628,12-01-25,80644.46,Missed
P04837,L00392,28-01-24,84793.01,Paid
P04838,L13236,16-07-24,54168.51,Paid
P04839,L01788,13-09-22,88271.75,Paid
P04840,L11404,16-02-22,20643.24,Paid
P04841,L09863,15-02-23,99268.36,Paid
P04842,L05752,10-09-23,77549.54,Pending
P04843,L07932,08-01-23,27691.27,Paid
P04844,L14303,21-09-22,89218.6,Missed
P04845,L07021,07-08-23,7025.87,Paid
P04846,L06858,05-01-23,55315.62,Paid
P04847,L06178,03-03-23,59991.89,Missed
P04848,L12423,02-04-23,80356.66,Paid
P04849,L02814,28-05-22,78958.75,Paid
P04850,L14340,26-02-23,91224.6,Paid
P04851,L05914,18-08-24,16351.73,Pending
P04852,L13175,03-02-22,22442.02,Paid
P04853,L12138,30-12-23,10833.0,Missed
P04854,L14270,17-04-22,6060.26,Missed
P04855,L11279,16-12-22,28344.84,Paid
P04856,L10757,30-01-22,8966.9,Paid
P04857,L12527,09-08-23,70423.37,Paid
P04858,L09442,13-05-24,65762.83,Paid
P04859,L07499,20-04-22,26167.0,Paid
P04860,L12026,21-02-25,81690.13,Paid
P04861,L14657,27-09-22,75964.14,Missed
P04862,L05691,09-06-22,17136.56,Paid
P04863,L04895,25-05-24,92648.97,Paid
P04864,L02097,15-11-22,88849.21,Paid
P04865,L07285,02-03-24,31283.65,Pending
P04866,L13850,02-02-23,8302.8,Paid
P04867,L11770,06-06-24,8436.25,Paid
P04868,L05615,01-04-23,84814.05,Pending
P04869,L11901,04-05-23,82530.37,Missed
P04870,L12815,02-12-23,23793.52,Missed
P04871,L09769,17-04-22,91453.4,Paid
P04872,L05312,18-05-23,82184.95,Paid
P04873,L08584,19-10-24,79740.2,Missed
P04874,L06971,01-06-23,73881.2,Paid
P04875,L13032,16-09-24,39114.35,Paid
P04876,L13990,07-11-24,45715.54,Paid
P04877,L05914,11-10-22,16529.18,Paid
P04878,L10938,22-07-24,49198.51,Paid
P04879,L02132,27-12-23,23070.83,Paid
P04880,L04649,03-12-23,15241.64,Paid
P04881,L06354,15-04-22,63046.05,Paid
P04882,L06273,23-11-23,3713.95,Paid
P04883,L07175,15-10-22,48890.73,Paid
P04884,L09620,02-01-25,20287.44,Paid
P04885,L02644,07-06-23,95268.78,Paid
P04886,L04033,19-11-22,88010.93,Paid
P04887,L13294,11-01-24,48482.01,Pending
P04888,L03000,07-12-23,29473.62,Paid
P04889,L06247,26-02-22,50045.48,Paid
P04890,L07043,13-12-22,33595.7,Paid
P04891,L06068,15-09-24,86891.97,Paid
P04892,L06983,23-11-23,32440.28,Paid
P04893,L02876,05-07-24,65193.95,Paid
P04894,L14787,08-02-22,25457.69,Paid
P04895,L00758,02-10-23,29093.3,Paid
P04896,L14813,12-05-24,40620.61,Paid
P04897,L09030,19-07-24,64906.84,Paid
P04898,L01610,20-09-23,59247.75,Paid
P04899,L05424,15-03-23,8700.84,Paid
P04900,L02719,11-09-24,44374.53,Paid
P04901,L04357,11-09-24,49007.01,Paid
P04902,L04983,18-08-22,34196.28,Paid
P04903,L07977,27-08-22,12940.96,Missed
P04904,L06058,11-08-24,52224.55,Paid
P04905,L00398,28-11-22,91827.02,Pending
P04906,L12485,20-12-23,59673.57,Pending
P04907,L12943,01-04-23,43618.01,Paid
P04908,L11936,15-07-23,90278.42,Paid
P04909,L11747,10-06-24,36130.68,Paid
P04910,L09982,26-12-24,89642.1,Paid
P04911,L08989,05-02-22,51118.74,Paid
P04912,L02456,17-10-24,22745.83,Paid
P04913,L12558,01-03-22,91409.7,Pending
P04914,L05336,20-03-25,69085.97,Paid
P04915,L06812,16-10-24,18056.33,Paid
P04916,L02826,26-08-22,9932.58,Paid
P04917,L07803,24-02-22,31570.66,Pending
P04918,L10677,02-01-22,26544.53,Paid
P04919,L04366,17-01-24,69463.64,Paid
P04920,L03245,26-11-24,5142.85,Paid
P04921,L07996,01-08-22,49907.42,Pending
P04922,L01856,16-06-23,11660.19,Paid
P04923,L11441,25-02-24,93083.55,Paid
P04924,L12807,13-07-24,10565.11,Paid
P04925,L11102,02-01-24,66026.36,Paid
P04926,L08695,22-07-24,16435.71,Paid
P04927,L10436,01-12-22,95283.48,Missed
P04928,L02186,24-06-23,68903.44,Pending
P04929,L08697,06-01-22,40377.92,Pending
P04930,L03522,12-02-25,90052.81,Paid
P04931,L12369,07-06-22,68798.08,Paid
P04932,L12268,15-03-25,61148.55,Missed
P04933,L03965,20-04-22,63704.51,Paid
P04934,L14394,29-08-24,90051.13,Missed
P04935,L02053,22-12-23,87850.32,Paid
P04936,L03764,01-05-24,55713.42,Pending
P04937,L07843,12-09-24,11617.93,Paid
P04938,L09466,10-01-22,84945.65,Paid
P04939,L00753,27-11-22,76610.71,Missed
P04940,L03686,06-03-23,52331.65,Pending
P04941,L13589,26-11-22,71331.68,Paid
P04942,L10657,06-08-23,45923.24,Paid
P04943,L08030,17-06-23,19382.04,Paid
P04944,L13168,16-05-23,2290.65,Pending
P04945,L04798,29-04-24,93920.02,Pending
P04946,L10096,07-01-23,74390.71,Paid
P04947,L01991,17-01-25,26193.75,Pending
P04948,L09866,15-11-23,49513.88,Paid
P04949,L03651,14-03-25,84116.77,Paid
P04950,L01871,26-02-23,73021.52,Paid
P04951,L02272,19-09-24,29608.43,Pending
P04952,L05353,29-02-24,78048.02,Paid
P04953,L10719,08-10-23,10786.1,Paid
P04954,L05027,11-11-23,44331.35,Paid
P04955,L06036,21-07-22,68278.81,Paid
P04956,L14706,26-09-22,75570.78,Pending
P04957,L11696,29-06-24,67806.89,Paid
P04958,L00718,25-04-24,15465.21,Pending
P04959,L09103,15-04-22,17036.78,Pending
P04960,L03541,02-06-24,3722.66,Paid
P04961,L00287,09-11-23,58657.93,Pending
P04962,L01786,26-09-23,74273.95,Paid
P04963,L11052,26-07-24,49180.72,Paid
P04964,L14726,18-04-24,88801.51,Paid
P04965,L02949,18-06-24,12875.65,Paid
P04966,L00240,13-01-22,68258.95,Paid
P04967,L03444,16-10-23,32831.06,Missed
P04968,L07653,24-01-22,24708.96,Paid
P04969,L08248,25-07-23,38820.4,Paid
P04970,L04870,11-03-22,94816.69,Paid
P04971,L07607,06-07-24,59140.8,Paid
P04972,L03787,07-09-24,63492.85,Pending
P04973,L03114,12-01-22,8308.65,Paid
P04974,L03929,03-04-22,11265.38,Paid
P04975,L09636,28-08-24,88915.64,Paid
P04976,L13231,23-02-24,23971.68,Paid
P04977,L13046,22-10-22,84306.56,Paid
P04978,L02016,19-08-24,63322.61,Paid
P04979,L10484,07-03-24,60827.33,Paid
P04980,L06988,05-10-24,97433.72,Paid
P04981,L07535,05-02-22,76433.22,Paid
P04982,L12160,06-07-24,65432.82,Paid
P04983,L01185,27-10-23,45380.4,Paid
P04984,L06825,01-03-24,7479.11,Paid
P04985,L01586,08-08-23,35964.01,Paid
P04986,L13383,27-12-24,4097.46,Paid
P04987,L05612,05-02-23,85193.37,Paid
P04988,L01954,13-07-24,33910.31,Paid
P04989,L09983,11-09-23,89047.23,Paid
P04990,L03111,28-10-24,80181.98,Missed
P04991,L05479,26-05-23,87845.66,Pending
P04992,L13390,09-05-24,82914.42,Paid
P04993,L00257,08-11-24,79797.57,Paid
P04994,L03449,18-04-22,69336.41,Paid
P04995,L06426,06-11-23,13777.43,Missed
P04996,L12432,07-11-22,70985.48,Paid
P04997,L10922,23-10-22,61896.05,Paid
P04998,L12060,14-09-24,24913.9,Pending
P04999,L14589,03-10-22,54414.17,Paid
P05000,L09304,09-03-25,41947.54,Paid
P05001,L14495,22-01-23,99583.34,Pending
P05002,L11870,11-08-23,2012.33,Paid
P05003,L06867,06-07-23,15622.43,Missed
P05004,L03776,31-07-24,42379.31,Paid
P05005,L05372,12-01-22,54332.85,Paid
P05006,L12774,16-05-23,93736.59,Paid
P05007,L07902,25-10-22,98634.59,Paid
P05008,L01811,17-01-24,32701.63,Paid
P05009,L07622,24-08-24,90434.11,Missed
P05010,L12975,24-07-23,78017.89,Missed
P05011,L14547,05-11-24,10848.68,Pending
P05012,L03891,10-02-23,64939.62,Paid
P05013,L06258,14-05-23,96848.4,Paid
P05014,L06086,14-04-22,92642.16,Paid
P05015,L07753,27-10-22,37690.38,Paid
P05016,L06512,03-12-24,71962.87,Pending
P05017,L06777,06-02-22,45933.01,Paid
P05018,L06486,26-09-22,96548.72,Paid
P05019,L05037,08-11-23,13479.84,Paid
P05020,L09022,14-07-24,56623.58,Paid
P05021,L03328,01-03-23,44003.6,Paid
P05022,L11901,16-11-23,39486.64,Paid
P05023,L04007,15-04-25,16774.64,Pending
P05024,L09305,08-09-22,40725.97,Paid
P05025,L11853,15-05-24,79735.51,Paid
P05026,L03445,01-02-24,75580.36,Paid
P05027,L14960,14-12-22,29710.59,Paid
P05028,L01788,22-06-23,96978.72,Missed
P05029,L07168,14-11-24,12745.79,Paid
P05030,L09189,31-08-22,89805.63,Paid
P05031,L09686,23-11-23,41145.81,Missed
P05032,L10656,30-01-25,53866.08,Paid
P05033,L08155,05-09-22,53280.04,Paid
P05034,L07271,17-12-22,19687.75,Pending
P05035,L12567,21-03-22,5580.18,Paid
P05036,L06751,14-10-23,10915.47,Paid
P05037,L08493,14-01-23,54054.32,Paid
P05038,L01383,05-03-24,57458.68,Paid
P05039,L14387,22-02-24,3045.85,Pending
P05040,L10466,18-01-24,88866.09,Paid
P05041,L14033,10-12-22,21959.11,Paid
P05042,L09258,05-06-23,6751.3,Paid
P05043,L11356,09-06-24,7884.45,Paid
P05044,L02023,03-03-25,41406.9,Paid
P05045,L05610,17-09-24,56489.14,Paid
P05046,L06748,20-09-24,59727.3,Pending
P05047,L14204,04-07-24,93092.65,Paid
P05048,L05630,26-04-24,67179.61,Pending
P05049,L13788,13-12-22,42553.0,Missed
P05050,L13587,09-09-22,99486.36,Paid
P05051,L00382,01-09-23,86605.66,Paid
P05052,L13017,10-08-23,86435.48,Paid
P05053,L00439,30-01-23,62717.07,Paid
P05054,L06403,27-03-23,4290.04,Missed
P05055,L06946,27-10-23,42832.6,Paid
P05056,L08581,19-12-23,30436.45,Paid
P05057,L10146,07-11-22,70604.56,Paid
P05058,L12138,22-03-25,97022.46,Pending
P05059,L12264,08-09-23,5017.58,Paid
P05060,L07407,02-09-22,89960.61,Paid
P05061,L05377,19-09-22,38655.36,Pending
P05062,L03558,17-10-24,22389.27,Paid
P05063,L04397,16-11-22,18892.78,Paid
P05064,L02141,19-03-25,47777.21,Paid
P05065,L02236,09-07-24,30023.36,Missed
P05066,L11898,15-09-23,76323.33,Paid
P05067,L14115,24-06-24,16702.81,Paid
P05068,L05538,29-10-23,18200.35,Paid
P05069,L09910,20-08-22,43752.06,Paid
P05070,L01933,26-03-25,37390.09,Paid
P05071,L03235,06-01-23,9853.21,Paid
P05072,L02570,22-08-23,55873.69,Paid
P05073,L14566,19-12-24,64312.67,Paid
P05074,L11315,13-06-23,71602.99,Paid
P05075,L12389,07-04-25,96374.99,Paid
P05076,L02256,09-12-24,89555.67,Pending
P05077,L10983,30-06-23,47670.89,Paid
P05078,L00876,09-09-24,88444.02,Pending
P05079,L13199,29-01-23,83073.06,Paid
P05080,L11615,07-05-23,48664.81,Paid
P05081,L09300,19-08-23,88607.93,Paid
P05082,L01136,23-06-24,4237.23,Paid
P05083,L02962,20-01-23,34206.5,Paid
P05084,L10502,23-05-22,66569.99,Paid
P05085,L11098,20-05-24,35821.3,Paid
P05086,L02237,27-04-23,12733.8,Paid
P05087,L01911,28-09-24,66124.9,Pending
P05088,L03776,23-03-22,20805.77,Paid
P05089,L03130,20-04-24,84597.96,Pending
P05090,L04962,24-02-25,80685.43,Paid
P05091,L07183,10-04-25,70809.98,Missed
P05092,L02735,27-04-24,81335.17,Pending
P05093,L05264,20-03-25,7021.01,Paid
P05094,L08407,31-12-22,29843.63,Paid
P05095,L02697,12-05-23,52089.88,Paid
P05096,L00953,10-01-25,14154.32,Paid
P05097,L13376,08-03-25,37906.59,Pending
P05098,L03438,07-06-24,67550.15,Paid
P05099,L14824,09-09-24,4012.27,Pending
